date,region,category,units_sold
2024-09-25,Riyadh,Grocery,511.0
2024-09-26,Riyadh,Grocery,471.0
2024-09-27,Riyadh,Grocery,558.0
2024-09-28,Riyadh,Grocery,715.0
2024-09-29,Riyadh,Grocery,527.0
2024-09-30,Riyadh,Grocery,480.0
2024-10-01,Riyadh,Grocery,478.0
2024-10-02,Riyadh,Grocery,468.0
2024-10-03,Riyadh,Grocery,446.0
2024-10-04,Riyadh,Grocery,488.0
2024-10-05,Riyadh,Grocery,714.0
2024-10-06,Riyadh,Grocery,673.0
2024-10-07,Riyadh,Grocery,451.0
2024-10-08,Riyadh,Grocery,466.0
2024-10-09,Riyadh,Grocery,443.0
2024-10-10,Riyadh,Grocery,555.0
2024-10-11,Riyadh,Grocery,488.0
2024-10-12,Riyadh,Grocery,695.0
2024-10-13,Riyadh,Grocery,546.0
2024-10-14,Riyadh,Grocery,415.0
2024-10-15,Riyadh,Grocery,505.0
2024-10-16,Riyadh,Grocery,498.0
2024-10-17,Riyadh,Grocery,662.0
2024-10-18,Riyadh,Grocery,683.0
2024-10-19,Riyadh,Grocery,596.0
2024-10-20,Riyadh,Grocery,633.0
2024-10-21,Riyadh,Grocery,447.0
2024-10-22,Riyadh,Grocery,479.0
2024-10-23,Riyadh,Grocery,437.0
2024-10-24,Riyadh,Grocery,444.0
2024-10-25,Riyadh,Grocery,507.0
2024-10-26,Riyadh,Grocery,614.0
2024-10-27,Riyadh,Grocery,537.0
2024-10-28,Riyadh,Grocery,454.0
2024-10-29,Riyadh,Grocery,439.0
2024-10-30,Riyadh,Grocery,446.0
2024-10-31,Riyadh,Grocery,469.0
2024-11-01,Riyadh,Grocery,513.0
2024-11-02,Riyadh,Grocery,616.0
2024-11-03,Riyadh,Grocery,562.0
2024-11-04,Riyadh,Grocery,414.0
2024-11-05,Riyadh,Grocery,445.0
2024-11-06,Riyadh,Grocery,510.0
2024-11-07,Riyadh,Grocery,471.0
2024-11-08,Riyadh,Grocery,486.0
2024-11-09,Riyadh,Grocery,608.0
2024-11-10,Riyadh,Grocery,637.0
2024-11-11,Riyadh,Grocery,485.0
2024-11-12,Riyadh,Grocery,442.0
2024-11-13,Riyadh,Grocery,461.0
2024-11-14,Riyadh,Grocery,522.0
2024-11-15,Riyadh,Grocery,553.0
2024-11-16,Riyadh,Grocery,605.0
2024-11-17,Riyadh,Grocery,657.0
2024-11-18,Riyadh,Grocery,443.0
2024-11-19,Riyadh,Grocery,490.0
2024-11-20,Riyadh,Grocery,420.0
2024-11-21,Riyadh,Grocery,493.0
2024-11-22,Riyadh,Grocery,568.0
2024-11-23,Riyadh,Grocery,742.0
2024-11-24,Riyadh,Grocery,626.0
2024-11-25,Riyadh,Grocery,483.0
2024-11-26,Riyadh,Grocery,469.0
2024-11-27,Riyadh,Grocery,505.0
2024-11-28,Riyadh,Grocery,524.0
2024-11-29,Riyadh,Grocery,516.0
2024-11-30,Riyadh,Grocery,773.0
2024-12-01,Riyadh,Grocery,642.0
2024-12-02,Riyadh,Grocery,507.0
2024-12-03,Riyadh,Grocery,491.0
2024-12-04,Riyadh,Grocery,491.0
2024-12-05,Riyadh,Grocery,461.0
2024-12-06,Riyadh,Grocery,641.0
2024-12-07,Riyadh,Grocery,773.0
2024-12-08,Riyadh,Grocery,676.0
2024-12-09,Riyadh,Grocery,501.0
2024-12-10,Riyadh,Grocery,462.0
2024-12-11,Riyadh,Grocery,534.0
2024-12-12,Riyadh,Grocery,516.0
2024-12-13,Riyadh,Grocery,584.0
2024-12-14,Riyadh,Grocery,786.0
2024-12-15,Riyadh,Grocery,773.0
2024-12-16,Riyadh,Grocery,547.0
2024-12-17,Riyadh,Grocery,527.0
2024-12-18,Riyadh,Grocery,528.0
2024-12-19,Riyadh,Grocery,542.0
2024-12-20,Riyadh,Grocery,535.0
2024-12-21,Riyadh,Grocery,796.0
2024-12-22,Riyadh,Grocery,634.0
2024-12-23,Riyadh,Grocery,584.0
2024-12-24,Riyadh,Grocery,567.0
2024-12-25,Riyadh,Grocery,537.0
2024-12-26,Riyadh,Grocery,604.0
2024-12-27,Riyadh,Grocery,588.0
2024-12-28,Riyadh,Grocery,775.0
2024-12-29,Riyadh,Grocery,742.0
2024-12-30,Riyadh,Grocery,582.0
2024-12-31,Riyadh,Grocery,465.0
2025-01-01,Riyadh,Grocery,621.0
2025-01-02,Riyadh,Grocery,679.0
2025-01-03,Riyadh,Grocery,668.0
2025-01-04,Riyadh,Grocery,879.0
2025-01-05,Riyadh,Grocery,801.0
2025-01-06,Riyadh,Grocery,642.0
2025-01-07,Riyadh,Grocery,566.0
2025-01-08,Riyadh,Grocery,575.0
2025-01-09,Riyadh,Grocery,698.0
2025-01-10,Riyadh,Grocery,609.0
2025-01-11,Riyadh,Grocery,819.0
2025-01-12,Riyadh,Grocery,839.0
2025-01-13,Riyadh,Grocery,668.0
2025-01-14,Riyadh,Grocery,651.0
2025-01-15,Riyadh,Grocery,588.0
2025-01-16,Riyadh,Grocery,602.0
2025-01-17,Riyadh,Grocery,698.0
2025-01-18,Riyadh,Grocery,903.0
2025-01-19,Riyadh,Grocery,798.0
2025-01-20,Riyadh,Grocery,565.0
2025-01-21,Riyadh,Grocery,571.0
2025-01-22,Riyadh,Grocery,603.0
2025-01-23,Riyadh,Grocery,735.0
2025-01-24,Riyadh,Grocery,765.0
2025-01-25,Riyadh,Grocery,1008.0
2025-01-26,Riyadh,Grocery,885.0
2025-01-27,Riyadh,Grocery,677.0
2025-01-28,Riyadh,Grocery,630.0
2025-01-29,Riyadh,Grocery,644.0
2025-01-30,Riyadh,Grocery,734.0
2025-01-31,Riyadh,Grocery,832.0
2025-02-01,Riyadh,Grocery,946.0
2025-02-02,Riyadh,Grocery,1004.0
2025-02-03,Riyadh,Grocery,728.0
2025-02-04,Riyadh,Grocery,664.0
2025-02-05,Riyadh,Grocery,671.0
2025-02-06,Riyadh,Grocery,698.0
2025-02-07,Riyadh,Grocery,760.0
2025-02-08,Riyadh,Grocery,1032.0
2025-02-09,Riyadh,Grocery,857.0
2025-02-10,Riyadh,Grocery,699.0
2025-02-11,Riyadh,Grocery,731.0
2025-02-12,Riyadh,Grocery,1149.0
2025-02-13,Riyadh,Grocery,1170.0
2025-02-14,Riyadh,Grocery,817.0
2025-02-15,Riyadh,Grocery,1041.0
2025-02-16,Riyadh,Grocery,952.0
2025-02-17,Riyadh,Grocery,702.0
2025-02-18,Riyadh,Grocery,680.0
2025-02-19,Riyadh,Grocery,715.0
2025-02-20,Riyadh,Grocery,713.0
2025-02-21,Riyadh,Grocery,855.0
2025-02-22,Riyadh,Grocery,901.0
2025-02-23,Riyadh,Grocery,1034.0
2025-02-24,Riyadh,Grocery,698.0
2025-02-25,Riyadh,Grocery,716.0
2025-02-26,Riyadh,Grocery,698.0
2025-02-27,Riyadh,Grocery,728.0
2025-02-28,Riyadh,Grocery,797.0
2025-03-01,Riyadh,Grocery,1006.0
2025-03-02,Riyadh,Grocery,940.0
2025-03-03,Riyadh,Grocery,765.0
2025-03-04,Riyadh,Grocery,701.0
2025-03-05,Riyadh,Grocery,724.0
2025-03-06,Riyadh,Grocery,700.0
2025-03-07,Riyadh,Grocery,773.0
2025-03-08,Riyadh,Grocery,1059.0
2025-03-09,Riyadh,Grocery,988.0
2025-03-10,Riyadh,Grocery,644.0
2025-03-11,Riyadh,Grocery,677.0
2025-03-12,Riyadh,Grocery,675.0
2025-03-13,Riyadh,Grocery,718.0
2025-03-14,Riyadh,Grocery,840.0
2025-03-15,Riyadh,Grocery,1070.0
2025-03-16,Riyadh,Grocery,2357.0
2025-03-17,Riyadh,Grocery,1732.0
2025-03-18,Riyadh,Grocery,1728.0
2025-03-19,Riyadh,Grocery,1706.0
2025-03-20,Riyadh,Grocery,1272.0
2025-03-21,Riyadh,Grocery,1375.0
2025-03-22,Riyadh,Grocery,1709.0
2025-03-23,Riyadh,Grocery,1650.0
2025-03-24,Riyadh,Grocery,1240.0
2025-03-25,Riyadh,Grocery,1116.0
2025-03-26,Riyadh,Grocery,1335.0
2025-03-27,Riyadh,Grocery,1137.0
2025-03-28,Riyadh,Grocery,1391.0
2025-03-29,Riyadh,Grocery,1023.0
2025-03-30,Riyadh,Grocery,839.0
2025-03-31,Riyadh,Grocery,716.0
2025-04-01,Riyadh,Grocery,742.0
2025-04-02,Riyadh,Grocery,672.0
2025-04-03,Riyadh,Grocery,762.0
2025-04-04,Riyadh,Grocery,768.0
2025-04-05,Riyadh,Grocery,1012.0
2025-04-06,Riyadh,Grocery,936.0
2025-04-07,Riyadh,Grocery,699.0
2025-04-08,Riyadh,Grocery,666.0
2025-04-09,Riyadh,Grocery,685.0
2025-04-10,Riyadh,Grocery,675.0
2025-04-11,Riyadh,Grocery,796.0
2025-04-12,Riyadh,Grocery,1016.0
2025-04-13,Riyadh,Grocery,837.0
2025-04-14,Riyadh,Grocery,722.0
2025-04-15,Riyadh,Grocery,689.0
2025-04-16,Riyadh,Grocery,627.0
2025-04-17,Riyadh,Grocery,635.0
2025-04-18,Riyadh,Grocery,710.0
2025-04-19,Riyadh,Grocery,903.0
2025-04-20,Riyadh,Grocery,813.0
2025-04-21,Riyadh,Grocery,675.0
2025-04-22,Riyadh,Grocery,665.0
2025-04-23,Riyadh,Grocery,634.0
2025-04-24,Riyadh,Grocery,629.0
2025-04-25,Riyadh,Grocery,735.0
2025-04-26,Riyadh,Grocery,1014.0
2025-04-27,Riyadh,Grocery,821.0
2025-04-28,Riyadh,Grocery,662.0
2025-04-29,Riyadh,Grocery,670.0
2025-04-30,Riyadh,Grocery,647.0
2025-05-01,Riyadh,Grocery,697.0
2025-05-02,Riyadh,Grocery,754.0
2025-05-03,Riyadh,Grocery,934.0
2025-05-04,Riyadh,Grocery,833.0
2025-05-05,Riyadh,Grocery,644.0
2025-05-06,Riyadh,Grocery,583.0
2025-05-07,Riyadh,Grocery,637.0
2025-05-08,Riyadh,Grocery,739.0
2025-05-09,Riyadh,Grocery,703.0
2025-05-10,Riyadh,Grocery,938.0
2025-05-11,Riyadh,Grocery,864.0
2025-05-12,Riyadh,Grocery,594.0
2025-05-13,Riyadh,Grocery,660.0
2025-05-14,Riyadh,Grocery,666.0
2025-05-15,Riyadh,Grocery,668.0
2025-05-16,Riyadh,Grocery,721.0
2025-05-17,Riyadh,Grocery,856.0
2025-05-18,Riyadh,Grocery,781.0
2025-05-19,Riyadh,Grocery,628.0
2025-05-20,Riyadh,Grocery,543.0
2025-05-21,Riyadh,Grocery,642.0
2025-05-22,Riyadh,Grocery,602.0
2025-05-23,Riyadh,Grocery,681.0
2025-05-24,Riyadh,Grocery,925.0
2025-05-25,Riyadh,Grocery,805.0
2025-05-26,Riyadh,Grocery,638.0
2025-05-27,Riyadh,Grocery,546.0
2025-05-28,Riyadh,Grocery,654.0
2025-05-29,Riyadh,Grocery,618.0
2025-05-30,Riyadh,Grocery,640.0
2025-05-31,Riyadh,Grocery,892.0
2025-06-01,Riyadh,Grocery,783.0
2025-06-02,Riyadh,Grocery,641.0
2025-06-03,Riyadh,Grocery,596.0
2025-06-04,Riyadh,Grocery,609.0
2025-06-05,Riyadh,Grocery,598.0
2025-06-06,Riyadh,Grocery,610.0
2025-06-07,Riyadh,Grocery,823.0
2025-06-08,Riyadh,Grocery,676.0
2025-06-09,Riyadh,Grocery,643.0
2025-06-10,Riyadh,Grocery,559.0
2025-06-11,Riyadh,Grocery,623.0
2025-06-12,Riyadh,Grocery,627.0
2025-06-13,Riyadh,Grocery,706.0
2025-06-14,Riyadh,Grocery,871.0
2025-06-15,Riyadh,Grocery,768.0
2025-06-16,Riyadh,Grocery,617.0
2025-06-17,Riyadh,Grocery,524.0
2025-06-18,Riyadh,Grocery,591.0
2025-06-19,Riyadh,Grocery,650.0
2025-06-20,Riyadh,Grocery,678.0
2025-06-21,Riyadh,Grocery,861.0
2025-06-22,Riyadh,Grocery,803.0
2025-06-23,Riyadh,Grocery,562.0
2025-06-24,Riyadh,Grocery,614.0
2025-06-25,Riyadh,Grocery,584.0
2025-06-26,Riyadh,Grocery,678.0
2025-06-27,Riyadh,Grocery,601.0
2025-06-28,Riyadh,Grocery,846.0
2025-06-29,Riyadh,Grocery,781.0
2025-06-30,Riyadh,Grocery,553.0
2025-07-01,Riyadh,Grocery,550.0
2025-07-02,Riyadh,Grocery,667.0
2025-07-03,Riyadh,Grocery,876.0
2025-07-04,Riyadh,Grocery,925.0
2025-07-05,Riyadh,Grocery,1220.0
2025-07-06,Riyadh,Grocery,1072.0
2025-07-07,Riyadh,Grocery,537.0
2025-07-08,Riyadh,Grocery,624.0
2025-07-09,Riyadh,Grocery,583.0
2025-07-10,Riyadh,Grocery,612.0
2025-07-11,Riyadh,Grocery,718.0
2025-07-12,Riyadh,Grocery,846.0
2025-07-13,Riyadh,Grocery,727.0
2025-07-14,Riyadh,Grocery,657.0
2025-07-15,Riyadh,Grocery,563.0
2025-07-16,Riyadh,Grocery,620.0
2025-07-17,Riyadh,Grocery,577.0
2025-07-18,Riyadh,Grocery,590.0
2025-07-19,Riyadh,Grocery,790.0
2025-07-20,Riyadh,Grocery,823.0
2025-07-21,Riyadh,Grocery,592.0
2025-07-22,Riyadh,Grocery,564.0
2025-07-23,Riyadh,Grocery,587.0
2025-07-24,Riyadh,Grocery,612.0
2025-07-25,Riyadh,Grocery,675.0
2025-07-26,Riyadh,Grocery,967.0
2025-07-27,Riyadh,Grocery,794.0
2025-07-28,Riyadh,Grocery,669.0
2025-07-29,Riyadh,Grocery,590.0
2025-07-30,Riyadh,Grocery,571.0
2025-07-31,Riyadh,Grocery,571.0
2025-08-01,Riyadh,Grocery,652.0
2025-08-02,Riyadh,Grocery,898.0
2025-08-03,Riyadh,Grocery,735.0
2025-08-04,Riyadh,Grocery,583.0
2025-08-05,Riyadh,Grocery,533.0
2025-08-06,Riyadh,Grocery,586.0
2025-08-07,Riyadh,Grocery,591.0
2025-08-08,Riyadh,Grocery,620.0
2025-08-09,Riyadh,Grocery,859.0
2025-08-10,Riyadh,Grocery,997.0
2025-08-11,Riyadh,Grocery,692.0
2025-08-12,Riyadh,Grocery,599.0
2025-08-13,Riyadh,Grocery,592.0
2025-08-14,Riyadh,Grocery,593.0
2025-08-15,Riyadh,Grocery,665.0
2025-08-16,Riyadh,Grocery,823.0
2025-08-17,Riyadh,Grocery,804.0
2025-08-18,Riyadh,Grocery,541.0
2025-08-19,Riyadh,Grocery,609.0
2025-08-20,Riyadh,Grocery,467.0
2025-08-21,Riyadh,Grocery,539.0
2025-08-22,Riyadh,Grocery,655.0
2025-08-23,Riyadh,Grocery,780.0
2025-08-24,Riyadh,Grocery,710.0
2025-08-25,Riyadh,Grocery,542.0
2025-08-26,Riyadh,Grocery,533.0
2025-08-27,Riyadh,Grocery,544.0
2025-08-28,Riyadh,Grocery,576.0
2025-08-29,Riyadh,Grocery,616.0
2025-08-30,Riyadh,Grocery,814.0
2025-08-31,Riyadh,Grocery,837.0
2025-09-01,Riyadh,Grocery,526.0
2025-09-02,Riyadh,Grocery,505.0
2025-09-03,Riyadh,Grocery,555.0
2025-09-04,Riyadh,Grocery,540.0
2025-09-05,Riyadh,Grocery,628.0
2025-09-06,Riyadh,Grocery,759.0
2025-09-07,Riyadh,Grocery,676.0
2025-09-08,Riyadh,Grocery,525.0
2025-09-09,Riyadh,Grocery,499.0
2025-09-10,Riyadh,Grocery,472.0
2025-09-11,Riyadh,Grocery,596.0
2025-09-12,Riyadh,Grocery,526.0
2025-09-13,Riyadh,Grocery,754.0
2025-09-14,Riyadh,Grocery,694.0
2025-09-15,Riyadh,Grocery,469.0
2025-09-16,Riyadh,Grocery,553.0
2025-09-17,Riyadh,Grocery,582.0
2025-09-18,Riyadh,Grocery,523.0
2025-09-19,Riyadh,Grocery,589.0
2025-09-20,Riyadh,Grocery,738.0
2025-09-21,Riyadh,Grocery,733.0
2025-09-22,Riyadh,Grocery,478.0
2025-09-23,Riyadh,Grocery,521.0
2025-09-24,Riyadh,Grocery,490.0
2025-09-25,Riyadh,Grocery,496.0
2025-09-26,Riyadh,Grocery,494.0
2025-09-27,Riyadh,Grocery,719.0
2025-09-28,Riyadh,Grocery,624.0
2025-09-29,Riyadh,Grocery,493.0
2025-09-30,Riyadh,Grocery,477.0
2025-10-01,Riyadh,Grocery,482.0
2025-10-02,Riyadh,Grocery,513.0
2025-10-03,Riyadh,Grocery,530.0
2025-10-04,Riyadh,Grocery,635.0
2025-10-05,Riyadh,Grocery,650.0
2025-10-06,Riyadh,Grocery,485.0
2025-10-07,Riyadh,Grocery,460.0
2025-10-08,Riyadh,Grocery,430.0
2025-10-09,Riyadh,Grocery,481.0
2025-10-10,Riyadh,Grocery,516.0
2025-10-11,Riyadh,Grocery,693.0
2025-10-12,Riyadh,Grocery,604.0
2025-10-13,Riyadh,Grocery,462.0
2025-10-14,Riyadh,Grocery,408.0
2025-10-15,Riyadh,Grocery,495.0
2025-10-16,Riyadh,Grocery,482.0
2025-10-17,Riyadh,Grocery,460.0
2025-10-18,Riyadh,Grocery,681.0
2025-10-19,Riyadh,Grocery,620.0
2025-10-20,Riyadh,Grocery,488.0
2025-10-21,Riyadh,Grocery,459.0
2025-10-22,Riyadh,Grocery,445.0
2025-10-23,Riyadh,Grocery,516.0
2025-10-24,Riyadh,Grocery,534.0
2025-10-25,Riyadh,Grocery,664.0
2025-10-26,Riyadh,Grocery,594.0
2025-10-27,Riyadh,Grocery,464.0
2025-10-28,Riyadh,Grocery,432.0
2025-10-29,Riyadh,Grocery,493.0
2025-10-30,Riyadh,Grocery,487.0
2025-10-31,Riyadh,Grocery,527.0
2025-11-01,Riyadh,Grocery,653.0
2025-11-02,Riyadh,Grocery,692.0
2025-11-03,Riyadh,Grocery,511.0
2025-11-04,Riyadh,Grocery,498.0
2025-11-05,Riyadh,Grocery,423.0
2025-11-06,Riyadh,Grocery,452.0
2025-11-07,Riyadh,Grocery,505.0
2025-11-08,Riyadh,Grocery,739.0
2025-11-09,Riyadh,Grocery,654.0
2025-11-10,Riyadh,Grocery,522.0
2025-11-11,Riyadh,Grocery,502.0
2025-11-12,Riyadh,Grocery,479.0
2025-11-13,Riyadh,Grocery,506.0
2025-11-14,Riyadh,Grocery,513.0
2025-11-15,Riyadh,Grocery,735.0
2025-11-16,Riyadh,Grocery,660.0
2025-11-17,Riyadh,Grocery,491.0
2025-11-18,Riyadh,Grocery,460.0
2025-11-19,Riyadh,Grocery,466.0
2025-11-20,Riyadh,Grocery,477.0
2025-11-21,Riyadh,Grocery,564.0
2025-11-22,Riyadh,Grocery,713.0
2025-11-23,Riyadh,Grocery,667.0
2025-11-24,Riyadh,Grocery,535.0
2025-11-25,Riyadh,Grocery,467.0
2025-11-26,Riyadh,Grocery,534.0
2025-11-27,Riyadh,Grocery,561.0
2025-11-28,Riyadh,Grocery,614.0
2025-11-29,Riyadh,Grocery,722.0
2025-11-30,Riyadh,Grocery,648.0
2025-12-01,Riyadh,Grocery,553.0
2025-12-02,Riyadh,Grocery,498.0
2025-12-03,Riyadh,Grocery,521.0
2025-12-04,Riyadh,Grocery,528.0
2025-12-05,Riyadh,Grocery,563.0
2025-12-06,Riyadh,Grocery,754.0
2025-12-07,Riyadh,Grocery,723.0
2025-12-08,Riyadh,Grocery,628.0
2025-12-09,Riyadh,Grocery,535.0
2025-12-10,Riyadh,Grocery,469.0
2025-12-11,Riyadh,Grocery,496.0
2025-12-12,Riyadh,Grocery,598.0
2025-12-13,Riyadh,Grocery,800.0
2025-12-14,Riyadh,Grocery,807.0
2025-12-15,Riyadh,Grocery,544.0
2025-12-16,Riyadh,Grocery,468.0
2025-12-17,Riyadh,Grocery,631.0
2025-12-18,Riyadh,Grocery,553.0
2025-12-19,Riyadh,Grocery,625.0
2025-12-20,Riyadh,Grocery,793.0
2025-12-21,Riyadh,Grocery,746.0
2025-12-22,Riyadh,Grocery,559.0
2025-12-23,Riyadh,Grocery,599.0
2025-12-24,Riyadh,Grocery,550.0
2025-12-25,Riyadh,Grocery,605.0
2025-12-26,Riyadh,Grocery,667.0
2025-12-27,Riyadh,Grocery,837.0
2025-12-28,Riyadh,Grocery,746.0
2025-12-29,Riyadh,Grocery,605.0
2025-12-30,Riyadh,Grocery,553.0
2025-12-31,Riyadh,Grocery,575.0
